CASE_ID,STATE,AGE_BINNED,INCOME_BINNED,STANCE,PEOPLE_TOT_3PLUS,DV7,E2,BB1,BB2,BB3,BTE8,BE10,Co3,BE13,PBC3,PBC5,PBC9,SN4,SN5,attitude,subnorms,pbc,intention
949,3,4.0,1,3,0.0,-1.0,0.0,0.0,0.0,0.5,-0.5,-0.5,0.0,0.0,-0.5,-1.0,0.5,0.5,0.5,-0.0625,0.5,-0.3333333333333333,-1.0
950,1,4.0,4,2,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.3125,0.5,0.0,0.0
951,4,4.0,2,4,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,0.0,0.0,-0.3125,0.0,-0.16666666666666666,0.0
952,1,4.0,1,3,0.0,-0.5,0.0,-0.5,-0.5,-0.5,0.5,0.5,-0.5,0.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.125,0.0,-0.5,-0.5
953,4,3.0,3,4,0.0,-1.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,0.5,0.0,-0.125,0.25,-0.3333333333333333,-1.0
954,1,1.0,3,0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,-1.0,0.0,-0.5,0.5,0.75,0.0,-0.6666666666666666,-1.0
955,2,4.0,1,2,0.0,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,-0.5
956,1,2.0,3,4,1.0,-0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,-0.5,-0.5,-0.5,0.5,0.5,0.1875,0.5,-0.5,-0.5
957,1,2.0,5,2,1.0,-1.0,0.5,0.0,-0.5,0.0,0.0,-0.5,-0.5,-0.5,-1.0,-1.0,-0.5,1.0,0.0,-0.1875,0.5,-0.8333333333333334,-1.0
958,3,2.0,1,3,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.75,0.25,0.0,0.0
959,4,4.0,2,4,0.0,1.0,-0.5,0.0,-1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.0625,0.75,0.0,1.0
960,4,1.0,4,2,1.0,0.0,0.5,0.0,-0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.1875,1.0,0.5,0.0
961,3,2.0,1,3,0.0,-1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.5,0.0,0.3125,0.25,-0.5,-1.0
962,4,3.0,4,3,0.0,-0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.0,-0.5,-1.0,-0.5,0.0,0.0,0.0,0.3125,0.0,-0.5,-0.5
963,4,1.0,4,2,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,-1.0,0.0,0.0,1.0,0.5,0.4375,0.75,-0.3333333333333333,0.5
964,2,2.0,3,2,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0
965,2,3.0,4,3,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,0.0,-0.5,0.5,0.5,0.0,0.5,-0.5,-0.5
966,2,1.0,4,4,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.875,0.75,0.5,0.0
967,2,4.0,5,3,1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,-0.5,0.5,0.5,0.5,0.375,0.5,0.0,-1.0
968,2,1.0,1,0,1.0,-0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,-0.5,0.0,0.0,0.5,0.0,0.375,0.25,-0.16666666666666666,-0.5
969,2,4.0,4,1,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,-0.5,-1.0,0.0,1.0,0.5,0.75,0.75,-0.5,0.0
970,4,1.0,4,2,1.0,-1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,0.5,0.25,0.5,-0.16666666666666666,-1.0
971,2,4.0,3,4,0.0,-0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5625,0.5,0.0,-0.5
972,2,4.0,3,6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0625,0.0,-0.16666666666666666,0.0
973,4,2.0,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,-0.5,-0.5,0.5,1.0,1.0,0.9375,1.0,-0.16666666666666666,1.0
974,2,3.0,2,2,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5625,1.0,0.0,0.0
975,4,2.0,3,3,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.75,0.16666666666666666,0.0
976,1,3.0,3,4,0.0,-0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.0,-0.5
977,3,4.0,1,4,0.0,-0.5,-1.0,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,0.0,0.0,-0.5,0.0,-0.6666666666666666,-0.5
978,4,4.0,2,5,0.0,-1.0,-1.0,-0.5,-1.0,-1.0,0.0,0.0,-0.5,-0.5,-1.0,0.0,-0.5,0.0,0.0,-0.5625,0.0,-0.5,-1.0
979,2,2.0,2,2,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.75,1.0,-0.6666666666666666,0.0
980,1,1.0,3,3,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,-1.0,-0.5,-0.5,1.0,1.0,0.4375,1.0,-0.6666666666666666,0.5
981,2,3.0,3,2,0.0,-1.0,1.0,0.5,0.5,1.0,0.5,-0.5,0.0,-1.0,-0.5,-0.5,0.0,1.0,0.5,0.25,0.75,-0.3333333333333333,-1.0
982,1,1.0,3,2,0.0,0.0,1.0,1.0,0.5,0.5,0.0,-0.5,0.0,-1.0,-0.5,-0.5,0.5,1.0,1.0,0.1875,1.0,-0.16666666666666666,0.0
983,1,3.0,4,1,0.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.875,0.75,0.16666666666666666,-0.5
984,4,3.0,2,3,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,-0.5
985,3,1.0,2,3,1.0,-0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,-1.0,-0.5,0.5,0.0,0.1875,0.25,-0.5,-0.5
986,4,3.0,1,5,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.5,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.625,0.0,-1.0,-1.0
987,4,2.0,4,6,0.0,-1.0,0.5,-1.0,-1.0,-0.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.3125,0.0,0.0,-1.0
988,4,2.0,2,0,1.0,-0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.375,0.5,0.0,-0.5
989,3,2.0,3,4,0.0,-0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.25,0.5,0.3333333333333333,-0.5
990,4,3.0,3,2,0.0,-1.0,1.0,1.0,1.0,-1.0,0.5,-1.0,-1.0,0.0,-0.5,1.0,0.0,1.0,0.0,0.0625,0.5,0.16666666666666666,-1.0
991,3,3.0,1,2,0.0,-0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5,0.0,0.5,0.0,0.125,0.25,-0.5,-0.5
992,4,1.0,3,0,1.0,0.5,-1.0,-0.5,-1.0,0.0,1.0,0.5,0.5,0.5,-0.5,0.0,-0.5,1.0,0.5,0.0,0.75,-0.3333333333333333,0.5
993,2,4.0,2,3,0.0,-0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.5,0.25,0.25,-0.16666666666666666,-0.5
994,1,1.0,3,2,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,-0.5,-0.5,1.0,1.0,0.625,1.0,-0.3333333333333333,0.0
995,3,4.0,3,4,0.0,-0.5,-1.0,-1.0,-1.0,-0.5,-1.0,0.0,0.0,0.0,-0.5,1.0,0.0,0.0,0.0,-0.5625,0.0,0.16666666666666666,-0.5
996,4,3.0,3,2,0.0,-0.5,1.0,0.5,-0.5,0.5,0.5,0.0,0.5,0.0,-0.5,-0.5,-0.5,0.0,0.5,0.3125,0.25,-0.5,-0.5
997,2,3.0,1,4,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.5,0.0,1.0,0.0,0.625,0.5,-0.16666666666666666,0.5
998,3,4.0,5,1,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,1.0,0.5,0.6875,0.75,-0.5,0.0
999,3,4.0,4,1,0.0,-0.5,1.0,0.5,0.5,0.5,0.5,-0.5,-0.5,0.0,-0.5,0.0,0.0,1.0,0.5,0.25,0.75,-0.16666666666666666,-0.5
1000,3,4.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-1.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0
1001,3,1.0,3,4,1.0,-1.0,-1.0,-0.5,-1.0,0.0,-0.5,0.0,0.0,-0.5,-0.5,0.0,0.0,0.5,0.0,-0.4375,0.25,-0.16666666666666666,-1.0
1002,4,1.0,4,5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,0.0,0.0,0.0,-0.5,-0.9375,-0.25,-0.3333333333333333,-1.0
1003,4,3.0,4,5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.5,-1.0,0.0,-1.0,-1.0,-0.5,1.0,1.0,-0.5,1.0,-0.8333333333333334,-1.0
1004,3,2.0,1,4,0.0,-0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.5,0.0,-0.5
1005,3,4.0,3,2,0.0,-0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.3125,0.0,-0.5,-0.5
1006,3,1.0,3,4,1.0,-1.0,-0.5,0.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.625,1.0,-1.0,-1.0
1007,2,3.0,5,4,1.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0625,0.25,0.0,-0.5
1008,2,2.0,3,4,1.0,0.0,0.0,-0.5,0.0,0.0,0.5,0.5,0.5,0.0,-0.5,0.0,1.0,0.5,0.5,0.125,0.5,0.16666666666666666,0.0
1009,1,4.0,3,4,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-0.5,-1.0,-0.5,-1.0,0.0,0.0,0.0,0.0,-0.125,0.0,-0.3333333333333333,-1.0
1010,2,3.0,1,3,0.0,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.0,-1.0,0.0,0.0,0.0,0.4375,0.0,-0.6666666666666666,-0.5
1011,3,1.0,2,2,1.0,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,-0.5,-0.5,0.0,0.5,0.5,0.4375,0.5,-0.3333333333333333,-0.5
1012,1,1.0,3,3,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.25,0.0,0.0
1013,2,2.0,4,4,1.0,-1.0,0.5,0.5,-0.5,0.0,0.5,0.5,0.5,0.5,-1.0,-0.5,-0.5,1.0,0.5,0.3125,0.75,-0.6666666666666666,-1.0
1014,4,1.0,3,4,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.5,0.0,0.0,0.5,0.875,0.25,-0.16666666666666666,0.0
1015,3,3.0,2,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0
1016,1,3.0,4,4,0.0,-0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3125,0.5,0.0,-0.5
1017,4,1.0,4,4,0.0,-0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.375,0.75,0.0,-0.5
1018,1,2.0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,-0.5,0.0,1.0,0.0,0.25,0.5,-0.16666666666666666,0.0
1019,4,1.0,3,3,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.16666666666666666,0.5
1020,3,4.0,3,3,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,-0.5
1021,1,1.0,1,1,1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0
1022,4,4.0,3,5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,-1.0,0.5,-0.5,1.0,0.5,0.25,0.75,-0.3333333333333333,0.5
1023,1,1.0,2,3,0.0,-0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.375,0.0,-1.0,-0.5
1024,4,2.0,2,2,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0
1025,3,2.0,4,4,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,-1.0,-0.5,0.0,1.0,1.0,0.5,1.0,-0.5,0.0
1026,2,1.0,5,3,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,-0.5,-0.5,0.0,0.0,-0.5,0.1875,-0.25,-0.3333333333333333,0.5
1027,1,3.0,4,3,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0
1028,3,4.0,2,4,0.0,-1.0,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,1.0,0.0,-0.25,0.5,-0.16666666666666666,-1.0
1029,2,3.0,5,3,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,-0.5,0.5,0.5,-0.5,-0.5,0.3125,-0.5,0.16666666666666666,0.0
1030,2,2.0,4,3,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,-0.5,-0.5,0.0,0.5,0.5,0.4375,0.5,-0.3333333333333333,0.0
1031,1,2.0,1,2,1.0,-1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.25,-0.25,-0.16666666666666666,-1.0
1032,3,2.0,5,3,1.0,-1.0,1.0,0.0,0.5,0.0,-0.5,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.5,0.0625,-0.25,-0.16666666666666666,-1.0
1033,1,1.0,3,2,1.0,-1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.0,0.5,0.1875,0.75,-0.16666666666666666,-1.0
1034,4,2.0,3,3,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,-0.5,-1.0,0.0,0.5,0.5,0.8125,0.5,-0.5,0.5
1035,2,1.0,3,0,1.0,0.0,0.5,0.0,0.0,-0.5,0.5,0.5,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.125,0.0,-0.3333333333333333,0.0
1036,4,1.0,4,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.5,0.5,0.0,0.875,0.25,-0.16666666666666666,0.5
1037,4,3.0,3,4,1.0,-0.5,0.0,0.0,-0.5,0.5,-0.5,0.0,-0.5,0.0,0.0,0.0,0.0,0.5,0.0,-0.125,0.25,0.0,-0.5
1038,1,3.0,4,4,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.75,0.5,-0.6666666666666666,0.0
1039,3,4.0,3,4,0.0,-0.5,-1.0,-0.5,-0.5,-0.5,0.0,0.5,0.0,0.0,-0.5,0.0,0.0,0.5,0.0,-0.25,0.25,-0.16666666666666666,-0.5
1040,2,2.0,4,3,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
1041,1,3.0,4,2,0.0,-0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.5,0.0,-0.5
1042,1,3.0,3,3,0.0,0.0,1.0,0.5,-1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0
1043,1,2.0,1,1,0.0,-0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.6875,1.0,-0.6666666666666666,-0.5
1044,4,3.0,4,2,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,-0.5,-0.5,1.0,1.0,0.5,1.0,-0.6666666666666666,0.0
1045,2,1.0,1,3,0.0,-1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,-0.5,0.0,0.0,0.5,0.0,0.1875,0.25,-0.16666666666666666,-1.0
1046,4,4.0,1,4,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,-0.5,0.0,0.0,0.5,0.5,0.3125,0.5,-0.16666666666666666,0.0
1047,1,4.0,1,3,0.0,-0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.5,0.1875,0.25,-0.3333333333333333,-0.5
1048,3,1.0,3,3,1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5,1.0,0.625,0.25,-0.5,0.0
1049,2,2.0,3,4,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.5,0.0,-0.5,-0.5,1.0,0.0,0.5,0.5,-0.625,0.5,0.16666666666666666,0.0
1050,3,3.0,1,6,1.0,-0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,-1.0,-1.0,0.5,0.5,0.5,0.3125,0.5,-0.5,-0.5
1051,3,3.0,4,2,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,-1.0,-1.0,-0.5,0.5,0.5,0.3125,0.5,-0.8333333333333334,0.0
1052,4,4.0,1,3,0.0,-1.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.0625,0.5,0.0,-1.0
1053,1,2.0,3,2,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,-0.5,0.0,-0.5,1.0,1.0,0.6875,1.0,-0.3333333333333333,0.0
1054,3,2.0,4,4,0.0,0.0,-1.0,-0.5,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.4375,0.25,0.0,0.0
1055,4,4.0,3,3,0.0,-0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-0.5,-0.5,-0.5,0.5,0.0,0.3125,0.25,-0.5,-0.5
1056,3,4.0,3,3,0.0,-0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.5,-0.0625,0.25,-0.16666666666666666,-0.5
1057,1,2.0,5,2,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,-0.5,0.0,-0.5,0.5,0.5,0.5625,0.5,-0.3333333333333333,0.0
1058,3,2.0,5,3,0.0,-0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.1875,0.0,-0.3333333333333333,-0.5
1059,3,1.0,2,3,1.0,-0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-1.0,0.0,0.5,0.5,0.4375,0.5,-0.5,-0.5
1060,3,1.0,2,3,0.0,-0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,-0.5,-0.5,0.0,0.5,1.0,0.625,0.75,-0.3333333333333333,-0.5
1061,1,2.0,5,3,1.0,-0.5,0.5,0.5,-0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,-0.5,0.0,0.5,0.4375,0.25,-0.16666666666666666,-0.5
1062,4,4.0,2,3,0.0,-0.5,-0.5,0.0,-0.5,-0.5,0.5,0.5,0.0,0.0,0.0,0.5,-0.5,0.5,0.5,-0.0625,0.5,0.0,-0.5
1063,2,2.0,4,3,0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,-0.5,-0.5,0.0,0.5,0.0,0.0,0.25,-0.3333333333333333,-1.0
1064,3,3.0,3,4,1.0,-1.0,-1.0,-0.5,-1.0,-0.5,-0.5,-0.5,0.0,-0.5,-1.0,0.5,-1.0,0.5,0.5,-0.5625,0.5,-0.5,-1.0
1065,4,1.0,3,0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0
1066,2,2.0,3,3,1.0,0.0,-1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.25,0.0,0.0
1067,1,1.0,4,3,0.0,-1.0,0.5,0.5,0.5,0.5,0.5,-0.5,0.0,0.0,-0.5,-0.5,-0.5,0.5,0.5,0.25,0.5,-0.5,-1.0
1068,3,2.0,3,3,0.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.9375,0.5,0.16666666666666666,-0.5
1069,4,4.0,5,4,0.0,-0.5,-1.0,-0.5,0.0,-0.5,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,-0.375,0.0,0.0,-0.5
1070,1,3.0,3,3,0.0,-0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,-0.5,0.0,0.0,0.5,0.5,0.3125,0.5,-0.16666666666666666,-0.5
1071,4,4.0,4,3,0.0,-0.5,0.5,0.0,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,0.0,0.0,0.0,-0.5,-0.5,-0.375,-0.5,0.0,-0.5
1072,4,2.0,1,0,0.0,-0.5,-0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,-0.5,-0.5,0.0,1.0,0.5,0.125,0.75,-0.3333333333333333,-0.5
1073,4,2.0,3,0,0.0,-0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,-1.0,-1.0,0.0,1.0,1.0,0.5625,1.0,-0.6666666666666666,-0.5
1074,2,4.0,2,3,0.0,-0.5,1.0,0.5,0.0,0.5,0.5,0.5,-0.5,0.5,-1.0,-1.0,0.0,0.5,0.5,0.375,0.5,-0.6666666666666666,-0.5
1075,4,2.0,5,4,,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,0.0,0.5,0.5,0.9375,0.5,-0.3333333333333333,0.0
1076,1,4.0,3,3,0.0,-0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,-0.5,0.0,-0.5,0.0,0.5,0.375,0.25,-0.3333333333333333,-0.5
1077,3,3.0,5,4,0.0,-0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,-1.0,0.5,-1.0,1.0,0.5,0.3125,0.75,-0.5,-0.5
1078,1,2.0,4,0,0.0,-0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.3125,0.0,-0.3333333333333333,-0.5
1079,2,1.0,4,0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3125,0.25,0.0,0.0
1080,3,2.0,3,3,1.0,0.0,0.0,-0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.25,0.0,0.0
1081,4,4.0,3,5,0.0,-1.0,-1.0,-0.5,-0.5,-0.5,0.0,-0.5,-1.0,-1.0,-0.5,-1.0,-0.5,-0.5,0.0,-0.625,-0.25,-0.6666666666666666,-1.0
1082,2,3.0,3,2,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.625,0.25,0.3333333333333333,0.5
1083,1,1.0,4,3,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
1084,2,3.0,2,0,0.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,-0.5,-0.5,0.5,0.0,0.0,0.3125,0.0,-0.16666666666666666,-1.0
1085,3,2.0,4,4,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,-1.0,-0.5,-0.5,0.0,0.5,0.3125,0.25,-0.6666666666666666,0.0
1086,3,1.0,2,3,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.6875,0.5,0.16666666666666666,0.0
1087,2,3.0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,-0.5,-1.0,0.0,0.5,0.5,0.25,0.5,-0.5,0.0
1088,2,3.0,4,4,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.5,0.0,1.0,0.0,0.875,0.5,-0.16666666666666666,0.0
1089,1,1.0,3,3,1.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.0625,0.0,-0.3333333333333333,-1.0
1090,4,4.0,2,0,0.0,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,1.0,0.0,0.0,0.5,-0.16666666666666666,-1.0
1091,1,2.0,2,4,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.5,0.0,-0.5,0.0
