,timestep,case_id,attitude,subnorms,pbc,adoption_status,geoid,actualpayback,intention,tolerated_payback,year
1371,1,74346,-0.5625,0.75,1,0,360010130002017,0.0,0.23654374999999994,7.5,2016.0
1372,1,22852,0.5,1.0,1,1,360010142024013,0.0,0.7647499999999999,7.5,2016.0
1373,1,7625,-0.4375,1.0,1,0,360010140021000,0.0,0.32253124999999994,15.0,2016.0
1374,1,76288,0.7,0.75,1,1,360010142032009,0.0,0.8320649999999999,5.0,2016.0
1375,1,77853,0.625,0.5,1,1,360010135082016,0.0,0.7696625,10.0,2016.0
1376,1,3076,0.375,0.75,1,0,360010142023006,0.0,0.6787624999999999,6.0,2016.0
1377,1,61121,0.5625,0.0,1,0,360010143024026,0.0,0.68613125,10.0,2016.0
1378,1,55583,0.15,0.5,1,0,360010142014022,0.0,0.545605,10.0,2016.0
1379,1,77884,0.325,0.25,1,0,360010135082016,0.0,0.6011274999999999,7.5,2016.0
1380,1,34286,0.1875,0.0,1,0,360010146132013,0.0,0.50924375,7.5,2016.0
1381,1,43650,0.3125,0.5,1,0,360010148032063,0.0,0.6222562500000001,7.5,2016.0
1382,1,36267,0.25,0.5,1,0,360010018013000,0.0,0.5927749999999999,15.0,2016.0
1383,1,32842,0.42159090909090907,1.0,1,0,360010141001011,0.0,0.7277644318181817,5.0,2016.0
1384,1,23123,0.325,0.75,1,0,360010142024014,0.0,0.6551775,15.0,2016.0
1385,1,55170,0.0625,1.0,1,0,360010137053030,0.0,0.5583812499999999,7.5,2016.0
1386,1,22951,0.1875,0.5,1,0,360010142024013,0.0,0.56329375,10.0,2016.0
1387,1,22952,0.021875000000000006,0.0,-1.0,0,360010142024013,0.0,0.14931843749999998,0.0,2016.0
1388,1,32816,0.3125,0.25,1,0,360010141001011,0.0,0.59523125,15.0,2016.0
1389,1,43335,0.375,0.5,1,0,360010148032006,0.0,0.6517375,6.0,2016.0
1390,1,40395,0.6125,1.0,1,1,360010143022024,0.0,0.81781625,10.0,2016.0
1391,1,22865,0.4,0.0,1,0,360010142024013,0.0,0.60948,7.5,2016.0
1392,1,75775,0.05903846153846154,0.0,1,0,360010139022007,0.0,0.44864844230769224,15.0,2016.0
1393,1,8400,-0.0625,0.25,1,0,360010020005017,0.0,0.41834374999999996,7.5,2016.0
1394,1,44472,-0.25,0.0,1,0,360010148031001,0.0,0.30287499999999995,7.5,2016.0
1395,1,51917,0.9375,0.5,1,1,360010135071016,0.0,0.91706875,10.0,2016.0
1396,1,32926,1.0,0.0,1,1,360010141001011,0.0,0.8925,15.0,2016.0
1397,1,67178,-0.5,-0.5,1,0,360010138022005,0.0,0.13089999999999996,15.0,2016.0
1398,1,79727,0.675,0.5,1,1,360010137054016,0.0,0.7932475,15.0,2016.0
1399,1,75782,0.875,0.25,1,1,360010139022007,0.0,0.8605624999999999,15.0,2016.0
1400,1,75777,0.065,0.0,1,0,360010139022007,0.0,0.45146049999999993,15.0,2016.0
1401,1,75780,0.095,0.5,1,0,360010139022007,0.0,0.5196615,15.0,2016.0
1402,1,70173,0.1875,0.75,1,0,360010007001014,0.0,0.59031875,7.5,2016.0
1403,1,36500,0.075,0.5,1,0,360010018013000,0.0,0.5102275,15.0,2016.0
1404,1,60601,0.1,-0.5,1,0,360010136021047,0.0,0.41391999999999995,15.0,2016.0
1405,1,79680,0.0875,0.0,-1.0,0,360010137054016,0.0,0.18027374999999998,0.0,2016.0
1406,1,75834,0.6125,0.0,1,0,360010139022007,0.0,0.70971625,15.0,2016.0
1407,1,74676,0.3575,-0.5,1,0,360010130002017,0.0,0.5353827499999999,6.0,2016.0
1408,1,57361,0.5625,0.5,1,0,360010147001083,0.0,0.74018125,7.5,2016.0
1409,1,77579,-0.1875,0.5,1,0,360010135082025,0.0,0.38640624999999995,15.0,2016.0
1410,1,74690,0.5,0.75,1,0,360010130002017,0.0,0.737725,10.0,2016.0
1411,1,60354,0.625,1.0,1,1,360010139012012,0.0,0.8237125,7.5,2016.0
1412,1,74686,0.6875,0.5,1,1,360010130002017,0.0,0.7991437499999999,15.0,2016.0
1413,1,36537,0.4375,0.0,1,0,360010018013000,0.0,0.6271687499999999,15.0,2016.0
1414,1,37458,1.0,0.25,1,1,360010145032023,0.0,0.9195249999999999,7.5,2016.0
1415,1,36527,0.075,0.75,1,0,360010018013000,0.0,0.5372524999999999,15.0,2016.0
1416,1,36530,-0.125,0.25,1,0,360010018013000,0.0,0.38886249999999994,6.0,2016.0
1417,1,4524,0.125,0.0,1,0,360010146072000,0.0,0.4797625,15.0,2016.0
1418,1,36541,0.125,0.25,1,0,360010018013000,0.0,0.5067875,7.5,2016.0
1419,1,33441,0.0,0.5,1,0,360010145011059,0.0,0.47484999999999994,15.0,2016.0
1420,1,77236,0.25,0.75,1,0,360010135082033,0.0,0.6197999999999999,5.0,2016.0
1421,1,32715,0.43449321307376315,1.0,1,0,360010141001011,0.0,0.733850448606894,5.0,2016.0
1422,1,23834,0.125,0.5,1,0,360010135051022,0.0,0.5338125,15.0,2016.0
1423,1,41574,0.0,0.0,1,0,360010147002079,0.0,0.42079999999999995,15.0,2016.0
1424,1,4618,0.5,0.75,1,0,360010146072000,0.0,0.737725,15.0,2016.0
1425,1,62548,-0.6875,0.0,1,0,360010008003000,0.0,0.09650624999999996,15.0,2016.0
1426,1,34459,0.3125,0.5,1,0,360010146132025,0.0,0.6222562500000001,7.5,2016.0
1427,1,79425,0.25,0.0,1,0,360010146142019,0.0,0.5387249999999999,15.0,2016.0
1428,1,55521,-0.6875,0.5,1,0,360010142014017,0.0,0.15055624999999995,7.5,2016.0
