,timestep,first_agent,agent1_initial_attitude,agent1_final_attitude,second_agent,agent2_initial_attitude,agent2_final_attitude
20139,8,33760,0.0,0.0,33760,0.0,0.0
20140,8,29086,0.5962223607005218,0.5962223607005218,29524,0.678125,0.678125
20141,8,29579,0.5837053571428571,0.5837053571428571,29579,0.5837053571428571,0.5837053571428571
20142,8,9888,0.3125,0.3125,9894,0.5625,0.5488636363636363
20143,8,9888,0.3125,0.3125,9888,0.3125,0.3125
20144,8,74295,0.49075496055033724,0.49075496055033724,74295,0.49075496055033724,0.49075496055033724
20145,8,72344,0.1578574859235808,0.1578574859235808,72420,0.13535714285714287,0.13985721147043045
20146,8,70020,0.0,0.0,70020,0.0,0.0
20147,8,9885,0.1875,0.1875,9885,0.1875,0.1875
20148,8,4602,0.25,0.25,4602,0.25,0.25
20149,8,66560,0.1875,0.1875,66560,0.1875,0.1875
20150,8,17177,0.0625,0.0625,17177,0.0625,0.0625
20151,8,51952,0.0,0.0,51952,0.0,0.0
20152,8,33293,0.0625,0.0625,33293,0.0625,0.0625
20153,8,30763,0.5,0.5,30763,0.5,0.5
20154,8,58637,0.0625,0.0625,58637,0.0625,0.0625
20155,8,34672,0.5,0.5,34672,0.5,0.5
20156,8,70249,1.0,1.0,70362,0.0,0.0
20157,8,70287,0.4265625,0.4265625,70421,0.3508285015625,0.36597530125
20158,8,70249,1.0,1.0,70249,1.0,1.0
